,assists,games,goals,id,key_passes,npg,npxG,player_name,position,red_cards,shots,team_title,time,xA,xG,xGBuildup,xGChain,yellow_cards
24,0,27,5,1811,19,3,3.8604528568685055,Andrés Ponce,F S,1,41,Anzhi Makhachkala,1948,0.9008051194250584,5.369003478437662,0.4801104227080941,4.455431274138391,4
25,1,27,5,2775,28,4,4.526411925442517,Dmitriy Poloz,F M S,0,40,Rubin Kazan,1870,2.6493231123313308,5.280687247402966,1.154540529474616,6.758758798241615,0
26,0,27,5,2857,42,5,2.841800829395652,Oleg Ivanov,F M S,0,35,FK Akhmat,2119,1.438324213027954,2.841800829395652,2.7244049720466137,5.710335693322122,7
27,0,25,5,2859,9,5,4.520429775118828,Ablae Mbengue,F S,0,30,FK Akhmat,948,0.8146947231143713,4.520429775118828,0.10835219919681549,5.030912757851183,3
28,6,26,5,2880,38,5,3.1814535530284047,Sergey Tkachev,F M S,0,65,Arsenal Tula,1772,2.751733378507197,3.1814535530284047,2.7788573987782,7.50490153208375,4
29,1,23,5,2887,27,5,5.338765753433108,Kirill Panchenko,F M S,0,76,Dinamo Moscow,1594,2.0387902911752462,5.338765753433108,1.1445729448460042,8.021248321048915,3
30,0,20,5,2969,15,5,4.961578994989395,Maksim Kanunnikov,F M S,0,35,Krylya Sovetov Samara,1580,0.8808830846101046,4.961578994989395,1.0230560908094049,5.002333912998438,2
31,3,27,5,5496,29,5,3.6572189601138234,Nikolay Dimitrov,M S,0,45,Ural,2287,3.3055818155407906,3.6572189601138234,4.982575085945427,9.161524083465338,2
32,5,25,5,6276,64,5,4.1574364230036736,Nikola Vlasic,F M,1,75,CSKA Moscow,2196,6.949798613786697,4.911711774766445,7.115467114374042,15.348255544900894,2
33,0,26,5,6599,15,5,3.9528127685189247,Björn Sigurdarson,F S,0,35,FC Rostov,1688,1.385523702017963,3.9528127685189247,0.9770784620195627,5.395940186455846,1
